순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
905, 남양주시,대원운수,1200-1,222000137,차산리,222000796,잠실광역환승센터,123000611,30분,,,,,
906, 남양주시,대원운수,30-16,222000139,산성마을입구,222000011,우방아이유쉘,222001543,95분,95분,07:10,19:40,07:25,19:55
907, 남양주시,경기운수,169,222000165,청학리,222001626,청량리역환승센터(1번승강장),105000016,40분~70분,40분~70분,06:00,21:40,07:30,22:55
908, 남양주시,대원운수,34,222000168,다산차고지,222001920,도농역.동화중고교.부영A(중),222001321,30분~45분,30분~50분,06:00,22:15,06:25,22:50
909, 남양주시,대원운수,1003,222000169,다산차고지,222001920,잠실광역환승센터,123000611,7분~15분,10분~50분,05:30,23:00,06:15,23:45
910, 남양주시,경기운수,21,222000170,금곡2리.경복대학,222000650,의정부역.흥선지하도입구,207000439,25분~35분,45분~65분,05:00,22:10,06:00,23:10
911, 남양주시,대원운수,99,222000174,다산차고지,222001920,구리역.롯데백화점,221000304,40분~50분,40분~50분,06:40,21:30,07:00,21:50
912, 남양주시,대원운수,99,222000174,다산차고지,222001920,구리역.롯데백화점,221000304,40분~50분,40분~50분,09:00,21:30,09:25,21:50
913, 남양주시,대원운수,99-1,222000175,e편한세상.힐스테이트,222000342,구리역.롯데백화점,221000304,15분~20분,,06:40,08:30,06:50,08:40
914, 남양주시,대원운수,99-1,222000175,e편한세상.힐스테이트,222000342,구리역.롯데백화점,221000304,15분~20분,,,,,
915, 남양주시,대원운수,38,222000176,금강펜테리움2차.신안인스빌,222001958,가운고등학교,222001136,8분~20분,15분~35분,05:55,22:00,06:25,22:30
916, 남양주시,대원운수,105,222000177,진벌리차고지,222000652,당고개역,110000650,20분~30분,25분~35분,05:00,22:50,05:50,23:50
917, 남양주시,대원운수,8002-1,222000178,대성리,239000682,잠실광역환승센터,123000611,9분~14분,,06:24,07:09,07:09,07:54
918, 남양주시,대원운수,8002-1,222000178,대성리,239000682,잠실광역환승센터,123000611,9분~14분,,,,,
919, 남양주시,대원운수,M2341,222000179,대성리차고지(경유),277101680,잠실광역환승센터,123000611,15분~30분,35분~38분,05:20,22:50,06:20,23:50
920, 남양주시,대원운수,38-1,222000180,F1단독택지,222001966,가운고등학교,222001136,60분,,06:45,20:45,07:10,21:20
921, 남양주시,대원운수,38-1,222000180,F1단독택지,222001966,가운고등학교,222001136,60분,,,,,
922, 남양주시,대원운수,76,222000181,구리수택차고지,221000046,석계역2번출구,110000184,25분~35분,35분~50분,05:30,22:30,06:35,23:40
923, 남양주시,태산운수,81,222000182,별내역2번출구.환승센터,222001539,별내역2번출구.환승센터,222001539,30분~40분,30분~40분,06:00,23:30,06:30,00:00
924, 남양주시,대원운수,8-8,222000183,에코랜드수영장,222001725,비루고개,222000893,60분~100분,60분~100분,06:00,20:30,06:30,21:00
925, 남양주시,대원운수,M2344,222000185,별내하우스토리.중말사거리,222000616,잠실광역환승센터,123000611,20분~35분,20분~40분,05:20,23:00,06:10,23:50
926, 남양주시,대원운수,105-1,222000186,광릉내종점,222000629,당고개역,110000650,25분~35분,30분~50분,05:20,23:15,05:50,23:55
927, 남양주시,대원운수,33,222000187,효성아파트,222001693,내방교앞,222000430,20분~30분,20분~30분,06:30,22:00,07:15,22:40
928, 남양주시,경기운수,땡큐70,222000190,진벌리차고지,222000652,금곡동구종점.금곡초교,222000141,20분~30분,20분~35분,06:00,21:50,07:20,23:10
929, 남양주시,대원운수,땡큐10,222000191,다산차고지,222001920,금곡동구종점.금곡초교,222000141,8분~15분,15분~25분,06:00,22:00,06:35,22:35
930, 남양주시,대원운수,1006,222000192,다산차고지,222001920,강변역(A),104000183,15분~25분,20분~30분,05:40,23:10,06:15,23:55
931, 남양주시,경기버스,땡큐90,222000195,광릉내,222001122,금곡동구종점.금곡초교,222000141,8분~15분,15분~25분,06:00,22:00,07:20,23:20
932, 남양주시,경기버스,7-9,222000196,진접읍사무소,222001457,팔현2리종점,222000830,100분~175분,100분~175분,07:00,21:25,06:15,22:10
933, 남양주시,대원운수,8-9,222000197,청소년도움센터,222000013,송천리종점,222001099,65분~130분,65분~130분,06:35,21:50,07:00,22:15
934, 남양주시,대원운수,30-21,222000198,마석역,222000010,창현초등학교,222000094,20분~130분,30분~150분,06:40,21:45,06:55,22:00
935, 남양주시,대원운수,30-21,222000198,마석역,222000010,창현초등학교,222000094,20분~130분,30분~150분,08:00,21:45,08:15,22:00
936, 남양주시,대원운수,땡큐50,222000199,중앙119구조단.별내빙상장입구,222001719,금곡동구종점.금곡초교,222000141,8분~15분,15분~20분,06:00,22:00,07:10,23:10
937, 남양주시,대원운수,땡큐30,222000200,청학리,222001626,금곡동구종점.금곡초교,222000141,8분~15분,15분~25분,06:00,22:00,07:10,23:10
938, 남양주시,대원운수,땡큐11,222000201,도농역.동화중고교.부영A(중),222001321,호평동차고지,222000825,8분~15분,20분~25분,06:00,22:00,06:55,22:55
939, 남양주시,대원운수,33-2,222000202,산성마을입구,222000011,대성리종점,222000740,105분~150분,105분~150분,06:40,21:40,07:20,22:20
940, 남양주시,대원운수,1640,222000203,연대농장입구.도곡리종점,222000267,미사역,227000660,20분~30분,,06:00,09:00,18:00,21:00
941, 남양주시,대원운수,1640,222000203,연대농장입구.도곡리종점,222000267,미사역,227000660,20분~30분,,,,,
942, 남양주시,대원운수,30-17,222000204,마석역,222000010,화도정수장,222000215,35분~200분,35분~200분,06:45,07:00,21:40,21:55
943, 남양주시,대원운수,30-17,222000204,마석역,222000010,화도정수장,222000215,35분~200분,35분~200분,07:55,08:10,21:40,21:55
944, 남양주시,대원운수,30-8,222000205,청소년도움센터,222000013,청소년도움센터,222000009,165분~180분,165분~180분,07:35,15:45,07:50,16:05
945, 남양주시,대원운수,30-8,222000205,청소년도움센터,222000013,청소년도움센터,222000009,165분~180분,165분~180분,10:35,15:45,10:55,16:05
946, 남양주시,경기운수,26출퇴근,222000206,진관산업단지,222000586,배양리,222000422,10분~15분,,07:00,19:50,07:10,20:00
947, 남양주시,경기운수,26출퇴근,222000206,진관산업단지,222000586,배양리,222000422,10분~15분,,,,,
948, 남양주시,대원운수,30-19,222000207,중흥아파트,222000148,남양주유기농박물관,222001480,80분~300분,,08:40,14:55,09:10,15:30
949, 남양주시,대원운수,30-19,222000207,중흥아파트,222000148,남양주유기농박물관,222001480,80분~300분,,,,,
950, 남양주시,경기운수,10-5,234000028,호평동차고지,222000824,당고개역,110000650,15분~25분,20분~30분,05:00,22:30,06:15,23:45
951, 남양주시,대원운수,330-1,234000041,비금리,222000800,현대코아,105000199,30분~45분,40분~50분,05:20,21:20,07:05,22:45
952, 남양주시,대원운수,100,234000873,진벌리차고지,222000652,강변역(B),104000280,15분~25분,20분~30분,04:55,22:45,06:00,23:50
953, 남양주시,대원운수,1000-1,234001511,호평동차고지,222000824,잠실광역환승센터,123000611,60분~90분,,06:50,21:30,06:50,22:20
954, 남양주시,대원운수,1000-1,234001511,호평동차고지,222000824,잠실광역환승센터,123000611,60분~90분,,,,,
955, 남양주시,경기버스,11,236000050,소학1리,236000596,강변역(A),104000183,35분~50분,50분~60분,05:00,23:00,06:05,00:20
956, 남양주시,남양주-덕소교통,땡큐99,241344001,한강우성.해태아파트,222001740,금곡동구종점.금곡초교,222000141,30분,45분,5:30,22:35,6:05,23:10
957, 남양주시,남양주-덕소교통,99-1,241344002,동부센트레빌.덕소아이파크,222001004,자운동,222001876,60분,60분,6:30,21:30,7:06,21:30
958, 남양주시,남양주-덕소교통,99-1,241344002,동부센트레빌.덕소아이파크,222001004,자운동,222001876,60분,60분,7:30,21:30,8:06,22:06
959, 남양주시,남양주-덕소교통,99-2,241344003,동부센트레빌.덕소아이파크,222001004,예봉산등산로입구.어룡,222001867,30분~60분,30분~60분,6:20,20:20,6:55,20:55
960, 남양주시,남양주-덕소교통,99-2,241344003,동부센트레빌.덕소아이파크,222001004,예봉산등산로입구.어룡,222001867,30분~60분,30분~60분,7:20,20:20,7:55,20:55
961, 남양주시,남양주-덕소교통,99-1A,241344004,동부센트레빌.덕소아이파크,222001004,안골,222001883,60분,,6:00,21:00,6:35,21:35
962, 남양주시,남양주-덕소교통,99-2A,241344006,동부센트레빌.덕소아이파크,222001004,쌍용스윗닷홈.우성.건영아파트,222000266,20분~30분,30분,18:00,22:00,18:20,22:20
963, 남양주시,남양주-덕소교통,99-2A,241344006,동부센트레빌.덕소아이파크,222001004,쌍용스윗닷홈.우성.건영아파트,222000266,20분~30분,30분,6:30,22:30,6:50,22:50
964, 남양주시,남양주-와부마을버스,88,241346001,군인APT.석실입구,222001727,한강우성.해태아파트,222001740,40분~90분,40분~90분,6:45,22:15,6:25,21:55
965, 남양주시,남양주-와부마을버스,88,241346001,군인APT.석실입구,222001727,한강우성.해태아파트,222001740,40분~90분,40분~90분,,,,
966, 남양주시,남양주-와부마을버스,땡큐88-1,241346002,한강우성.해태아파트,222001740,금곡동구종점.금곡초교,222000141,30분,45분,5:30,22:35,6:05,23:10
967, 남양주시,남양주-와부마을버스,88-2,241346003,글개울종점,222001768,한강우성.해태아파트,222001740,60분,60분,6:15,22:15,6:45,22:45
968, 남양주시,남양주-와부마을버스,88-3,241346005,시우리교회,222001775,덕소역,222000276,60분,,6:00,22:00,,
969, 남양주시,남양주-태산운수,80,241347002,양지차고지,222000920,당고개역,110000650,10분~15분,15분~20분,5:20,23:00,6:10,0:00
970, 남양주시,남양주-태산운수,83,241347003,별내하우스토리,222001888,갈매순환삼거리.푸르지오정문,221000234,30분~60분,,6:30,22:30,,
971, 남양주시,남양주-태산운수,82A,241347005,별내하우스토리,222001888,태릉입구역7번출구,110000017,13분~16분,20분~25분,5:25,23:30,6:00,0:00
972, 남양주시,남양주-태산운수,82B,241347006,별내빙상장입구,222001880,먹골역.묵동자이아파트,106000010,13분~16분,20분~25분,5:20,23:30,6:00,0:00
973, 남양주시,남양주-태산운수,땡큐20,241347007,별내차고지(마을),222000244,금곡동구종점.금곡초교,222000141,8분~15분,10분~20분,6:00,22:00,7:00,23:00
974, 남양주시,남양주-풍양운수,2,241348001,한양병원,222001816,봉선사입구,222000751,10분~20분,15분~30분,8:45,20:55,9:45,22:00
975, 남양주시,남양주-풍양운수,2-2,241348002,한양병원,222001816,장승마을,222000553,40분~50분,40분~50분,6:45,22:40,5:40,22:15
976, 남양주시,남양주-풍양운수,2A,241348004,신우1.2차아파트,222001815,봉선사입구,222000751,10분~20분,15분~30분,5:30,22:30,6:30,23:20
977, 남양주시,남양주-풍양운수,2-2A,241348005,신일아파트,222001723,장승마을,222000553,40분~45분,40분~45분,5:40,22:15,6:45,22:40
978, 남양주시,남양주-태화상운,땡큐61,241349001,한강우성.해태아파트,222001740,금곡동구종점.금곡초교,222000141,30분,45분,5:30,22:35,6:05,23:10
979, 남양주시,남양주-태화상운,60,241349004,한강우성.해태아파트,222001740,월문리종점,222001803,15분~30분,30분,6:00,23:00,6:00,22:30
980, 남양주시,남양주-태화상운,63,241349006,동부센트레빌.덕소아이파크,222001004,시우리종점,222001776,120분,,5:50,21:40,,
981, 남양주시,남양주-태화상운,64,241349007,봉인사,222001804,금곡동구종점.금곡초교,222000142,40분,,6:30,22:15,,
982, 남양주시,남양주-흥안마을버스,33,241350001,상계동(경유),277102127,별내하우스토리후문,222001484,10분~38분,10분~45분,6:00,0:00,6:00,0:10
983, 남양주시,남양주-흥안마을버스,33-1,241350002,상계동(경유),277102127,에코랜드수영장,222001725,5분~35분,10분~65분,5:00,1:10,5:20,1:30
984, 남양주시,남양주-흥안마을버스,85,241350003,상계동(경유),277102127,별내하우스토리후문,222001484,10분~32분,10분~45분,6:00,0:00,6:00,0:00
985, 남양주시,남양주-흥안마을버스,85,241350003,상계동(경유),277102127,별내하우스토리후문,222001484,10분~32분,10분~45분,6:00,0:00,6:00,0:40
986, 동두천시,대양운수,50,215000004,동두천터미널.롯데마트,215000310,대진대,236000446,60분,60분,06:13,19:13,07:05,20:05
987, 동두천시,대양운수,51,215000005,동두천터미널.롯데마트,215000310,비룡성당,235000636,60분,60분,06:00,21:00,06:40,21:30
988, 동두천시,대양운수,51-1,215000006,동두천터미널.롯데마트,215000310,비룡성당,235000636,,,07:30,07:30,08:10,08:10
989, 동두천시,대양운수,52,215000008,구)버스터미널,215000024,삼화1리,238000347,50분~60분,50분~60분,07:50,20:10,08:30,20:50
990, 동두천시,대양운수,52-1,215000009,구)버스터미널,215000024,숭의전,238000151,,,06:50,06:50,07:35,07:35
991, 동두천시,대양운수,53-5,215000013,전곡재래시장앞,238000192,주공6단지,235000982,20분,20분,06:30,20:30,07:35,21:30
992, 동두천시,대양운수,56,215000015,전곡재래시장앞,238000205,대흥슈퍼앞,238000592,165분,165분,06:40,09:25,07:10,09:55
993, 동두천시,대양운수,57,215000016,동두천터미널.롯데마트,215000310,신북온천,236001289,600분~120분,600분~120분,06:20,18:30,07:00,19:15
994, 동두천시,대양운수,58-3,215000018,전곡재래시장앞,238000205,두일3리마을회관,238000654,180분,180분,06:10,11:30,06:50,12:10
995, 동두천시,대양운수,58-2,215000019,전곡재래시장앞,238000205,동이리종점,238000154,,,19:30,19:30,19:55,19:55
996, 동두천시,대양운수,58-2,215000019,전곡재래시장앞,238000205,동이리종점,238000154,,,,19:30,,19:55
997, 동두천시,대양운수,58,215000021,전곡재래시장앞,238000205,동중리구판장,238000180,,,13:00,17:00,13:30,17:30
998, 동두천시,대양운수,58-1,215000022,전곡재래시장앞,238000205,두일3리마을회관,238000654,420분,420분,13:30,20:30,14:10,21:10
999, 동두천시,대양운수,100-2,215000023,전곡재래시장앞,238000205,왕림4반.1포대,238000398,360분,360분,09:00,20:30,09:20,20:50
1000, 동두천시,대양운수,100-1,215000024,전곡재래시장앞,238000205,군남삼거리,238000036,300분,,10:00,16:30,10:30,17:00
1001, 동두천시,대양운수,1,215000025,동두천터미널.롯데마트,215000310,안말회관,215000091,115분,115분,18:30,20:25,19:25,20:50
1002, 동두천시,대양운수,58-4,215000028,전곡재래시장앞,238000205,두일3리마을회관,238000654,,,15:30,15:30,16:10,16:10
1003, 동두천시,대양운수,54,215000029,동두천터미널.롯데마트,215000310,주공6단지,235000982,,,06:00,06:00,08:10,08:10
1004, 동두천시,대양운수,100,215000030,전곡재래시장앞,238000205,횡산리,238000408,360분,360분,07:00,18:00,07:45,18:50
1005, 동두천시,대양운수,52-2,215000032,구)버스터미널,215000024,숭의전,238000151,120분,120분,11:00,19:30,11:50,20:20
